X,Y
1.980719139,8.439286734
2.200306996,8.604166097
6.118794039,13.22455861
0.624566951,8.379016259
21.60056328,15.87674186
8.359394882,11.17569078
2.235548676,9.664060977
0.891636568,7.985676678
15.19149237,12.66122146
6.911241302,11.2919271
2.631892003,9.792483483
6.912570878,8.237097471
3.60657424,9.986240743
1.188029787,8.725391238
6.400157686,13.12792004
5.867559501,8.162520832
3.254200851,9.711986753
1.871270717,9.044652514
3.689631352,9.845299542
10.00506351,12.34225895
3.65362643,10.69844528
1.166733558,8.569336166
0.141193273,8.105630121
1.349119328,8.389601176
3.360918151,9.783620882
1.776117344,8.395065647
5.207521503,7.901735658
1.306275419,8.722168452
2.171387069,8.644434459
1.373639611,8.352581581
2.13112961,8.00489398
1.778736145,9.18033034
9.727364936,14.33074936
1.758731451,9.400857982
0.172611673,8.094007736
2.357164048,8.863215745
12.10434915,13.59162386
12.37827449,16.06709846
1.487691276,9.072263737
3.554962802,9.749523989
9.836820064,14.15037845
0.363733452,8.185025208
4.552218382,8.661572276
1.875867356,9.160530405
4.335863796,11.69167983
11.76100937,11.28543556
1.553257429,8.350796914
5.711413233,10.12799107
5.038365474,8.795876064
5.452567876,9.277435213
1.277690756,8.125703829
3.644336064,10.37347313
1.422893318,8.111860753
4.98961861,12.34412814
12.66927703,13.02565335
4.55584959,10.96889996
3.261302268,9.686494846
5.460763596,10.68111306
24.34219773,29.98072058
0.165733455,8.057299854
3.786541951,8.919820862
3.273966145,8.249857626
1.371899794,8.593785593
3.298891709,10.22838681
1.280334347,8.979514597
5.183519461,9.050300583
24.26560842,31.23491223
4.657353436,9.548190681
3.943129574,10.37719887
0.061102634,8.011094729
0.17057216,7.999994787
1.695401935,8.988634709
8.810949234,6.733534873
14.89133152,14.4209292
1.306698767,8.546603219
1.259898426,8.52994174
7.049167204,11.61522545
4.853190579,9.899020502
0.83896771,8.357671904
0.066536976,8.022638673
1.071228113,8.145148049
3.599318698,9.719329965
8.095477769,11.77769875
1.442044663,8.475642604
0.265236521,8.087766304
6.609085664,8.508210809
7.427482365,11.87169229
3.335852938,10.36428062
0.330645091,8.350975513
6.489790764,7.590828812
8.332704017,9.482894216
6.027314784,8.358749662
4.73715011,11.01062351
0.87185848,8.297601228
2.406211974,9.936313778
6.48912669,13.32203286
0.001287962,8.000612516
0.615375786,8.245233641
1.842693495,9.25580976
8.106144662,13.6925169
5.024228814,11.13066188
2.977322453,10.1631028
6.609119542,10.72811784
5.938468589,13.27951919
0.054141916,8.04807407
17.7403879,11.44191953
6.659217832,11.52881639
6.465243347,10.02070259
1.890765892,7.907396333
0.651684546,7.815326157
18.57637082,17.58899566
5.505683112,8.984039236
5.950796387,12.6852655
8.788584469,9.115169533
4.619250832,11.00570645
4.900686106,9.200111534
4.679174788,11.28813446
2.366896947,8.632243642
3.651426913,9.259099543
13.3949013,13.9968872
1.452684159,9.484125615
6.756245521,10.25439001
0.342369545,8.245029392
6.744305961,10.46155304
1.368186812,8.26900551
0.737534219,8.333055979
4.511797332,11.91856298
3.490053598,8.418313472
6.184519145,10.84932188
1.251941969,7.919822699
0.46121959,8.075796719
18.48039067,11.34502077
6.193568443,11.41001596
5.572997736,12.26269213
2.987653013,8.880428344
4.107035258,9.049953446
5.618569968,8.846535124
1.622339523,8.703906982
22.06426477,24.63099575
2.233962876,8.200604688
0.879536922,8.601973834
5.443897507,13.42588262
0.642533864,8.329745424
4.058421794,8.582739265
0.155768131,8.046617679
1.029950224,8.819586546
7.495471795,13.16113185
3.602437183,8.896178624
13.04610069,14.64072486
3.646898686,8.691250667
19.32363233,18.741576
2.282927522,7.716478355
2.583540416,9.555727111
3.956055709,9.994407004
4.520403618,11.86433358
1.364633689,8.7279363
11.03186078,16.74429864
3.656864998,9.850749919
2.749025665,10.06143629
6.036841397,9.89501578
4.544700407,6.941440578
21.30732645,17.09416162
2.181041775,8.617134779
3.02878438,9.952079042
15.66521251,14.27542913
14.0568171,10.86412246
12.42605357,15.55126222
3.612173858,9.233768623
3.943012968,7.948652929
0.582922765,8.692991658
15.17733431,13.08492246
3.026078187,10.76204833
6.587268418,12.31956132
17.15381981,9.940813693
10.00558728,11.80875816
2.180043804,9.252438489
0.669812693,8.543125405
7.327617915,11.13951917
4.735549717,11.06926956
5.117341994,8.939361535
4.060594747,9.749304485
6.635870569,11.48348424
4.649208417,10.86192339
11.89552474,14.69385826
0.514209532,7.984442737
12.66530845,17.0447238
4.380418243,12.85619675
0.355148733,8.107283727
6.50260133,12.65618351
3.669043764,7.211407599
8.869936707,10.09755539
2.059396746,8.944928607
0.231058401,8.192166689
2.808291061,9.98406356
2.449353413,9.082030944
4.986603781,9.952001234
1.593854901,8.511962596
5.12712298,9.970683469
3.138733737,9.914655394
1.485522044,8.170599408
5.11444563,10.02723806
0.3051636,8.053529597
1.256946471,8.343854358
3.230095769,9.82859654
8.311714806,11.82351055
5.953285128,12.07666932
1.070220928,8.88360185
1.78533201,8.896096258
3.005005593,8.779862204
3.904555684,10.61419891
9.109969316,7.372821565
8.370231549,11.52387102
8.661629171,10.64509709
3.773039527,9.154701351
0.766436466,8.474008963
2.622635639,9.053997575
5.251573759,11.65955895
1.93985952,9.144509025
4.893394573,11.71729206
12.8683052,17.71386127
10.60668233,15.36856094
4.832033724,9.316187666
3.17547535,9.029393328
2.08446739,8.965054109
4.327385616,10.49838357
0.879739478,7.956893369
4.355063376,8.708711028
0.264249136,8.095246117
16.88011059,16.58759593
1.020534512,8.753896855
8.043870482,8.559839865
1.894450429,8.484582526
1.797746713,9.099233817
6.246398567,14.64192494
0.200475289,7.969790189
4.038033518,10.60401788
7.401176139,15.3405417
10.76724376,12.64814247
4.884809743,10.98074661
5.67769241,12.57611492
1.03140498,8.443282375
5.751669679,12.19000437
4.19243776,10.85746054
2.560866483,9.021604663
0.656019703,8.508301686
4.869107443,12.15408595
1.807308116,9.924283383
1.044310208,8.631910938
11.6201571,11.82319332
7.200274271,11.50212451
25.81137373,27.9544474
0.082460513,8.082239777
3.237800143,9.788847319
6.590847686,14.5164525
0.846242302,8.218974277
1.571568957,9.524846833
0.321221285,8.221095994
4.386319825,9.724500175
1.948941103,9.362406708
18.68986752,17.98750128
3.573804434,9.369039055
3.562073565,9.400975773
3.67830468,10.28460206
12.3351704,19.74423985
5.441190974,10.77847355
1.653775135,8.514181815
3.255238229,8.806881913
7.738636905,8.683825915
0.966152493,8.554173818
3.467810977,10.91760402
3.140005318,10.22949775
5.081451891,8.511486048
5.366183757,12.2409382
7.437255041,9.745501835
1.945832017,8.411797779
4.984496447,9.14171759
4.879571328,9.874627675
4.128539511,9.028531246
8.844972667,12.64247481
1.935746256,9.143932321
1.31437273,8.676768366
3.208406416,9.973052918
6.790152788,10.06333415
0.806721018,8.744757758
0.495658831,8.311766852
0.639620974,8.232024244
6.767755558,10.7696686
4.93404871,10.99258319
11.58208798,15.6813219
2.145676774,8.782623004
2.044761988,8.84478197
1.448608813,8.711918403
3.104776621,7.872236313
8.726639426,13.03338102
0.391453718,8.304288618
7.202716218,11.44274649
3.755666271,9.009572521
3.627025498,10.98097909
0.320106881,8.236272785
0.042835872,8.020264576
0.72531344,8.505384921
0.095576473,8.030351649
15.34502425,20.32558812
1.055443565,8.430795833
0.830958284,8.340999961
8.060985467,13.87163431
0.377931022,7.987318618
22.21593858,18.22825996
3.332083489,10.72726029
14.43730638,13.17289964
14.97404995,16.31190527
10.21057264,13.74708918
11.76474029,11.99901907
14.20127453,15.53629939
1.345717393,9.048960677
3.761016853,8.514288986
2.305561219,8.731653521
9.077955776,11.90729362
5.371534121,10.48551789
0.721585415,8.465216601
1.530649,8.364868254
3.715887577,8.317449639
16.19766816,17.37900555
3.013006531,9.875235472
1.767444163,9.390566863
13.20679974,12.80611054
7.106023732,11.64575645
9.185147536,10.23964509
8.055468226,9.048918234
0.718512125,8.677914335
0.631183658,8.14831056
3.325664971,9.210303661
8.615010843,11.28084604
3.275945821,9.672399672
6.272545895,11.50670842
16.46570105,19.62982625
5.659479608,10.71240979
0.549008693,8.465670648
0.575515076,8.058704772
3.765135214,9.76829759
5.452020136,9.663032173
4.364898576,10.73050863
1.927547449,8.316251142
7.931897494,10.67072467
6.797741851,15.02874173
4.463250955,11.02803359
0.226971334,8.147206261
1.387987142,8.75724363
3.045759377,9.750067067
5.215833451,11.59485883
9.16932633,15.15598059
2.055152701,10.02405087
1.513098131,8.192243184
7.817167339,11.35088429
9.562090697,13.6585486
5.788706442,8.976511671
1.50023483,8.761304051
1.834713441,8.926743306
0.080365357,8.055072978
3.335630906,9.722300432
8.33507E-05,8.000047301
0.216379715,8.096423891
1.208364166,8.179625321
10.09611954,14.72559631
1.939831362,8.782254134
3.465827604,9.5843041
7.804181734,9.604256011
6.143148544,13.8523754
0.066802181,8.004232546
0.191219234,8.180562131
2.684532812,8.459923908
2.139659934,9.00338952
0.986133505,8.362652172
5.149733775,11.09494425
1.042135046,8.547158192
0.294788719,8.253298753
0.064672886,8.008700017
2.798420932,9.432582249
0.978414354,8.466334766
2.946745807,8.759330465
4.065544885,11.57857791
5.725613395,10.33806695
5.564538763,9.250873809
6.316562731,10.33225302
17.00925976,16.35809952
3.545399927,9.536595056
11.146115,13.6401284
4.602568869,8.256899051
4.839748077,9.497167323
9.066519686,15.23575384
5.314517564,12.77523534
4.121743098,10.46078075
10.73319092,19.96701738
12.01398374,10.80003886
4.726330832,10.78518678
4.831494398,12.45265336
8.52332167,10.68063357
4.220453268,9.663440547
8.497953612,10.35015157
1.963715102,9.203758676
8.23312461,12.45863991
2.941688048,10.63120649
1.081019496,8.672590736
15.10286298,17.28893619
4.72357723,12.04787924
2.714733181,8.678722546
0.232543393,8.13430581
0.622100716,8.6055564
5.267443999,8.859824288
12.63504811,13.9580905
1.037125994,8.644307137
1.233301643,8.804645219
5.827274339,12.5912092
0.258231176,8.199474518
24.28766337,20.99226207
0.133607318,8.082402557
3.34425155,8.864566264
8.841874059,12.57770168
4.840003638,12.29523248
4.468434615,10.03713516
14.37064058,12.30797692
6.622975257,12.58365712
0.458689386,8.177252956
2.250914026,9.400106895
0.04170873,8.012911405
12.43097939,11.9014951
6.58708861,10.90125354
4.745517187,8.225121415
8.238893854,14.61798042
0.637356132,8.626072853
10.43183782,14.46182808
2.372110163,9.749722552
9.150285423,14.62474442
5.153599761,11.03265285
1.167455887,8.189859578
14.71005502,21.86682482
5.440071988,10.61349454
0.85675819,8.77961402
0.062776248,8.046948456
7.398352338,17.09322161
2.821979812,9.599920879
12.37445521,9.754529951
0.388808893,8.205906836
5.257668108,10.99779691
3.220309271,7.470653707
5.398486616,10.38067777
21.35389654,20.92787474
7.522332112,9.842857872
1.896425424,8.378214382
4.06741355,9.489205527
1.049465804,9.021614836
22.27512931,9.89061027
0.641666148,8.487501924
6.876267467,13.26283895
4.468842539,10.66491016
3.368509773,9.856324723
3.37833417,7.404039997
1.813391237,8.969387766
4.541277654,8.764113625
5.085904053,10.25961347
3.417543883,10.48760833
20.44747001,15.30788123
0.989207899,8.550332965
1.63343266,8.022567143
7.434216496,12.24507677
1.728801579,9.775688851
5.955937935,10.96112691
1.000017046,8.350411522
0.37219707,8.092029658
2.182563448,9.073445957
2.770085615,9.407124921
4.393625404,12.29003112
16.70998631,14.29453076
0.759165327,8.315348838
8.116686079,10.57647397
3.420208618,9.626750657
2.106691783,9.741362624
13.93521371,21.45262715
1.9123857,9.498562754
0.801636546,7.931936277
6.300124074,9.300179877
3.276867114,11.19892734
1.449342082,8.994258921
5.072792008,11.59089363
0.118807119,8.070851536
2.796427909,8.585511807
1.641978551,9.170157928
0.889064574,8.339208485
4.159255302,10.56988949
2.163990812,8.719458068
0.866069416,8.000280601
0.110649661,8.00418111
2.199915878,9.215894302
3.812152491,10.56087144
4.919217329,9.667838206
11.77023564,16.80840531
2.061958728,9.527537948
10.40810289,12.71455158
0.679253737,8.410204477
25.27500456,28.26456049
1.678561838,8.259687183
0.838437874,8.18505069
6.04129175,12.67304298
8.879173276,9.887351109
10.94696906,9.843493066
6.488139383,10.16075033
0.902738787,8.272232266
1.334340531,8.052120561
0.725920586,8.641296185
5.117734018,8.665804593
8.469566408,14.36533291
2.651529515,9.937076623
3.407348624,10.48591356
1.187194857,9.091294327
3.756879981,10.72452726
5.573377881,10.75991488
4.676757394,10.75832389
0.76801307,7.897794868
0.56971067,8.12286651
6.454490404,13.28734147
0.460308906,8.340680863
25.69298666,30.08309115
0.234271631,8.105548757
1.247691417,8.663734526
2.404579345,10.09952197
0.696597123,8.494955799
1.540001664,8.982739278
13.05145053,18.25232637
4.414950746,11.80036503
13.13068965,16.18207875
2.738045972,9.998842481
7.102076119,11.06113276
16.27626538,11.41244306
10.52909787,13.97234649
8.763694232,14.24533424
8.53547996,13.41061996
3.248091265,9.066064346
5.66499159,12.24559059
7.538050194,12.31383319
0.60999017,8.338733697
2.949959754,8.924615324
0.175601207,8.029129879
4.619850157,10.8891897
4.265917909,7.056607485
0.404664498,8.215602853
5.264229387,9.497802982
2.011050805,9.141305822
2.715988901,10.20496951
4.097214895,10.36829779
5.149422464,10.99763104
0.880254634,8.534315934
0.642398857,8.378160704
8.250852606,11.08512249
8.479433941,11.41353368
5.197495919,11.66461497
9.985326828,10.62637335
5.311583544,11.50301056
3.298048075,9.893543357
3.713861882,10.24849853
0.562865316,8.323627829
1.354360989,9.220626659
0.408667238,8.228930616
8.695038521,13.08155278
0.815923173,8.28659793
34.34797375,30.26029546
12.2261482,13.20300285
8.424100076,8.423509812
0.108375625,8.062649979
0.366418345,8.206878052
8.510906594,8.976923603
0.381072676,8.266473178
11.22692887,11.3302474
0.57630224,8.482428804
0.593401244,8.350446414
13.02443535,14.11307082
2.990244538,10.07048904
13.96786581,10.11133324
9.085725235,10.95237643
0.406262211,8.190389878
0.459240966,8.104577845
2.442804282,10.03879714
1.876465575,9.577238558
1.087091605,8.55832542
0.931408491,8.360804712
0.447007128,8.356681481
0.428047288,8.244025012
1.321714525,8.612207779
5.94514455,10.66883335
1.801124766,9.075251987
0.485555801,8.123472714
1.745986011,9.08618346
3.707608072,9.587554206
14.23266152,18.01709378
9.083957856,9.55346452
7.121099506,11.33709454
3.229518347,9.46260234
1.238085092,8.183477857
0.390485175,8.161848355
7.943165034,11.52535904
1.906575705,9.126005924
4.183630303,11.23268753
1.519049583,8.988009353
1.056970782,8.444602794
17.89189618,12.96352169
2.416178991,9.10650586
0.045791929,8.017840887
0.049968993,8.017413329
0.771681318,8.253087995
13.83407658,9.129886997
3.434862719,11.3499066
1.897729089,9.449005577
17.99393064,22.46284776
4.803600308,10.55536451
1.175749736,8.908284019
0.930726543,8.345643451
6.014155889,10.97122276
1.270969026,8.922870475
7.267087809,12.84601618
2.379134946,9.461499004
1.461310098,8.345358415
2.834535912,10.10361652
3.806904936,9.572045522
3.957082901,9.631911664
3.394687725,9.024509591
0.727235573,8.606486239
6.868275268,10.31660787
0.991002287,8.685317223
2.171900474,9.120840072
1.997495747,8.612224873
4.290761309,9.690265442
3.10749811,8.497095097
22.44068827,21.59763231
1.734032034,8.811803495
3.069143935,8.72750673
0.411879676,8.305172803
1.339199237,9.023586535
8.293886188,13.60007809
2.668442699,8.051990623
0.212348668,8.164565303
2.005510614,8.864730782
12.09729411,14.70282387
12.09165839,12.81974211
16.75783082,11.17204403
7.77662042,10.09659588
1.706031769,9.153624432
4.678520661,7.315088744
0.518350088,8.063822707
0.104336777,8.094522934
3.798187252,9.189814267
5.612491184,8.649823303
12.80573425,20.13511913
24.17018339,12.75384046
0.960095669,8.481796633
9.222057055,10.37648472
2.795146838,9.102924339
8.614627815,9.856697219
5.230541375,8.093053008
4.155085073,12.00974227
10.69060822,13.80258994
9.066413602,12.7553576
4.578980753,8.95208623
8.6211425,9.655961004
2.753971435,9.169036787
9.745201753,12.26091156
2.941464324,9.16617102
12.15689228,14.72797415
9.92079735,11.31742072
1.962348201,8.683853166
10.53944445,18.43791697
0.966845261,8.699121628
10.70782767,14.89783549
5.023762043,10.32222083
5.378880179,13.49760821
8.14438054,12.39410994
1.56131551,8.805914344
22.51853969,10.4763995
2.436264177,9.704068031
8.500160609,12.44536141
2.469608563,10.02072488
2.221995203,7.766335669
1.279686956,8.598883393
2.353928762,7.938043286
3.896856027,8.04611726
30.35481104,19.36112627
5.952148123,11.61228436
1.180893988,8.502677578
7.529707628,11.97808959
5.918794353,10.91168611
14.27975009,16.61788988
5.264684967,11.87766813
2.688302528,9.190201308
9.062296275,17.47854096
14.05479075,19.02978847
0.542513529,8.103301783
0.696202194,8.202721199
0.588519183,8.266556846
12.04884205,14.3510411
10.18529777,12.05475689
3.796395891,7.900290478
14.45571769,20.71092208
2.920063846,9.794001181
24.34513572,11.43259013
1.543807675,9.159096213
4.651833387,10.56487203
3.632451824,10.9383719
0.128669374,8.02166098
11.35384693,15.18488919
8.681896579,9.233927782
0.442762126,8.134223877
2.809962027,8.953454028
6.292098612,11.47835017
0.957590589,8.470282769
8.724915418,12.91137727
0.808012601,8.462789822
6.048878801,10.53754272
2.1069799,9.049152243
5.368519896,12.30225389
1.309978717,9.176810411
7.30321898,10.1655796
4.252584524,10.35830542
6.953636404,11.57210992
12.45937855,12.41300867
24.02615446,18.1392559
11.37854726,12.38927831
1.152574943,8.354342084
7.815181335,11.51968216
2.05002397,8.727077392
0.010563752,8.007175603
12.44327299,20.1981231
0.442671787,8.337371706
4.531755847,9.90656622
18.503396,10.64509719
5.954775099,9.924684755
0.581972767,8.462025742
6.355643955,14.1641098
2.570323358,9.207322685
1.081034273,8.911313539
6.757359823,10.81486553
5.642414986,12.35413871
6.967553998,10.72757468
2.05199982,8.916384607
10.04606281,12.5961797
0.132710234,8.095931872
1.841640441,10.02277223
2.294852618,8.764792793
3.255261086,10.71937019
2.788160387,9.473358579
8.585989496,9.138449848
4.665796211,9.897330841
11.2791314,14.51726083
1.218680613,8.680015121
0.663784514,8.613769721
4.155097807,11.73474873
8.63295449,8.122417718
4.046282424,10.48278028
4.546926684,9.310459154
10.711202,16.05383951
1.006293939,8.445959746
0.785102779,8.505082895
1.410600513,8.462968443
8.349461808,5.915849947
1.528260178,8.509699529
4.971690085,10.53783657
5.46564896,10.38563784
7.208591647,13.93031865
1.270408161,8.545665644
5.7348627,9.822420499
10.57761039,9.258060754
19.63172803,15.50586213
0.706107263,8.443694278
2.69540387,9.927530463
2.643141923,9.107442105
1.260441418,8.983462574
0.162658831,8.085100309
4.240610856,11.17299432
5.433068483,14.50294148
0.247770084,8.116241938
9.932094884,13.64247614
4.203924311,10.63601469
12.03429266,13.58319613
3.347328481,9.056945159
4.02249908,9.486862789
2.093856749,9.242822957
1.456908268,9.131242683
5.909363061,10.58862144
0.314119653,8.2427482
5.323905768,9.617899002
4.872380762,11.92306608
11.36220766,16.86974079
3.475552696,9.547996527
3.350176065,10.02422907
14.99830284,12.55722926
1.96905925,8.686273573
3.592702654,10.26945236
4.139540103,10.16734241
4.795789228,7.881888127
5.351144561,10.22550229
1.073748312,8.521461927
2.41832247,8.408143705
0.860138218,8.316071087
2.084366582,9.27844973
2.381356251,9.131758348
16.37623504,17.37994738
0.12073406,8.065789322
4.953994122,9.868623919
0.69685034,8.204781692
2.166129484,7.992458707
0.685306886,8.137093147
5.865140857,13.13549393
4.870638528,10.47218397
4.63623268,8.415451436
11.19940669,15.04532426
9.924832622,14.80832294
6.583196435,9.208114878
1.617924272,8.483011972
1.105780813,8.836757488
5.288217612,13.16872559
0.254116972,8.130343195
2.090557827,8.933686641
1.412529216,8.76780439
0.669181974,8.484283453
1.896404638,8.667242834
1.235949072,8.686754126
11.90302234,10.45425989
7.09968682,10.17633239
0.17490342,8.136973007
6.282993563,12.0733613
3.517542643,8.447106748
3.575175632,9.745745996
1.715350629,8.857619933
0.889613158,8.344899052
5.039391074,12.71684078
4.987436441,9.628002301
1.85408278,8.786388336
0.500501504,8.29568569
2.058560837,8.997706249
1.756908243,8.536510504
1.692862338,8.746809421
2.240019096,8.399043299
1.863195177,9.181077233
0.276804339,8.20618808
1.782495859,9.244411003
3.3539073,8.570731882
4.183973339,11.34177131
11.42649457,11.68194165
5.279276505,9.678715825
2.070366304,8.597423336
2.688129152,8.406514786
3.532652015,8.932952691
4.585980171,11.40055657
4.368946766,9.40632259
4.09670008,11.18091762
12.68734648,4.515942232
9.057074694,13.49490351
0.78243099,8.177867452
1.788882111,8.498469878
4.737442686,10.03343503
1.701758546,8.920171741
7.242576775,9.761946823
3.968134474,9.11247724
2.987972367,9.228162694
3.724061645,10.96306843
1.393786633,8.765398468
2.553153123,9.977180159
6.131444498,13.79848246
3.572969619,11.41986745
11.38652671,18.00213901
4.001986596,11.55251824
13.66372437,15.90416108
4.114051907,9.680097948
0.4838254,8.509737586
7.884640079,13.69991743
17.87420286,13.72700792
12.8601061,11.51753802
5.262225635,9.116942771
0.954337867,8.1605367
6.930588428,9.821675448
2.494455132,9.274094273
4.173152771,9.775812266
2.35315874,9.665202555
0.748099242,8.343816218
4.953680397,9.813980113
4.170378844,9.526166039
0.058657287,8.059236667
4.079672792,8.901372887
5.898831296,12.59249184
4.716455155,12.01978904
1.61308119,8.650941177
11.75497268,11.82218953
1.915648009,9.373305053
1.778771705,8.750733126
8.597270586,13.91178472
6.974147574,9.711147017
9.648029285,13.35587563
5.720581363,10.20762294
2.668140744,8.324805846
2.436154334,9.544441482
1.671296707,8.991983056
6.666153596,11.31493285
4.230138786,9.991479174
2.462045015,8.345178142
3.465308969,9.699054496
0.67874121,8.536721522
6.824182095,13.51416624
18.19592946,18.25338825
9.356266265,9.854089585
0.794409102,8.28827585
1.903851625,9.510857537
5.8180724,15.31843688
2.754188333,9.822678695
3.709295585,10.04084955
0.55558427,8.08408281
1.289568753,9.049021368
4.74432293,10.90444273
3.033935575,9.75709059
16.94306637,19.26192611
0.246433384,8.157073127
2.338957605,9.671241371
2.604197505,8.783283547
8.147970624,11.5789412
4.208111375,12.0272679
0.869050577,8.130496592
1.730531804,9.278464785
2.059881683,9.727676316
1.033245833,8.228834861
0.908784248,8.616714346
6.208153101,9.043718484
0.403259931,8.256899812
11.61813057,19.30175702
0.941682378,8.49977423
1.407854333,8.70909425
16.03651378,20.0243979
6.808106071,10.82289849
2.536467577,9.322327888
0.367256643,8.183413386
2.246887553,9.73498929
2.929601539,9.447581127
8.270339049,13.13987101
1.291652308,8.903348434
4.815850535,10.74520533
1.489176832,8.552312361
7.187615912,12.15119083
1.383762985,8.873945508
0.425545758,8.139440064
1.397552536,8.522297774
0.127209843,8.111640706
7.3965875,13.87236708
6.692971183,7.621671844
3.758477931,10.5899346
0.603681853,8.354319833
3.699990166,8.828849295
3.879976234,10.27778769
3.370564662,7.480218358
11.55714959,10.89132815
2.474197858,8.649503758
1.046741083,8.317933838
1.872016242,8.915883129
2.653203568,9.214619127
0.45127299,8.333524051
13.67864027,11.14308475
23.22394612,16.14364726
10.40985481,14.93055247
5.711147169,12.35509095
6.956995882,11.49031575
2.020545977,8.638255414
8.00146511,10.61456439
3.682494934,8.28541192
16.54196355,19.93046922
0.161793026,8.051033767
5.84047928,11.28578958
1.722195655,8.918402848
3.482881684,8.629148162
2.443645416,9.25638821
11.44106301,14.41389999
0.493793322,8.194913096
3.992302763,10.96104464
12.93589087,14.84593624
4.820050063,9.914890198
10.62939275,11.54179421
1.402813616,8.803027522
9.843183051,16.99216298
2.527891414,9.924229009
0.097965039,8.059978458
1.659865343,9.150718204
0.842918638,8.716376591
7.360575611,13.3221788
11.08733219,11.19736009
7.813783039,13.39506123
2.731699863,9.124355254
0.482444164,8.308862777
2.031139311,9.534101955
0.096661291,8.036379595
1.389223144,9.069403035
0.349317516,8.204673708
19.31627883,17.35000939
1.012722658,8.015046243
12.27362624,12.37461187
1.690895004,8.946055007
13.13117993,11.47656122
0.692704346,8.34702276
2.120602659,8.76678292
3.285527138,8.909718941
1.90810912,8.967001807
6.842491346,10.55123285
3.097599973,9.195671264
3.409110924,9.207296433
3.919120334,9.218317119
2.990790445,9.643351811
0.474228315,8.252599287
8.85159568,14.10587587
6.126052483,12.12640104
0.483245285,8.387228197
1.949610082,9.596588424
3.355063588,10.35642098
5.153076899,8.929052321
0.604287022,7.877200553
0.473568164,8.296106983
0.44547533,8.26170332
5.450150844,12.96203111
5.470775285,11.71072518
3.554227364,9.991581627
11.1667136,11.30329627
4.618110628,10.20839121
0.772366933,8.407669086
4.33747178,10.46431855
5.14791748,7.936967539
1.346526013,8.703727588
6.012247358,14.04432843
2.603349209,10.18431458
4.004657794,10.85320148
6.497862386,12.97012652
1.137765771,9.321169019
1.904781936,9.691799413
4.517927101,9.640973185
7.20175398,11.21825759
6.23620339,12.9577533
5.490633089,10.71008263
2.637616551,10.31271195
9.469665216,12.40522927
6.176328974,10.0156285
0.194049371,8.090486267
0.194816391,8.130230184
1.654604262,9.549443371
1.041050277,9.069574254
2.715040848,9.871343126
2.06129653,9.059406153
5.636820574,10.52210462
5.554456443,8.459144771
0.405477244,8.121108428
1.356865931,8.393974491
3.443144921,9.767927486
3.203336559,10.61784803
7.318132625,8.945735792
6.997898619,11.9800603
6.096640134,10.75536111
1.520679713,9.371573166
9.297537472,10.23085967
0.878261412,8.840535463
1.953814151,8.733680401
1.643675546,8.849632987
5.639748697,8.674538037
19.77069357,21.24260747
0.834477743,8.376452208
0.077492367,8.016516049
14.21028444,17.01998787
4.202642418,10.34995213
7.401540502,14.44639493
1.240920471,9.062361952
13.35241995,19.13478742
5.440892394,8.464628081
